country	subset	label	treatment	block	legume	richness	date (additional dates below!)	NDVI	droughtstart	relday	comments	data not yet checked for consistency!!!
FR	species	C-357	C	1	0	3	01.08.2014	0,8	15.07.2014	17		
FR	species	C-2468ad	C	1	1	6	01.08.2014	0,81	15.07.2014	17		
FR	species	C-2	C	1	0	1	01.08.2014	0,54	15.07.2014	17		
FR	species	C-123567	C	1	0	6	01.08.2014	0,79	15.07.2014	17		
FR	species	C-148	C	1	0	3	01.08.2014	0,77	15.07.2014	17		
FR	species	C-3	C	1	0	1	01.08.2014	0,47	15.07.2014	17		
FR	species	D-6	D	2	0	1	01.08.2014	0,63	15.07.2014	17		
FR	species	D-357	D	2	0	3	01.08.2014	0,78	15.07.2014	17		
FR	species	D-8	D	2	0	1	01.08.2014	0,69	15.07.2014	17		
FR	species	D-24a	D	2	1	3	01.08.2014	0,77	15.07.2014	17		
FR	species	D-48d	D	2	1	3	01.08.2014	0,81	15.07.2014	17		
FR	species	D-1258cd	D	2	1	6	01.08.2014	0,73	15.07.2014	17		
FR	species	D-2468bd	D	2	1	6	01.08.2014	0,79	15.07.2014	17		
FR	species	D-567abc	D	2	1	6	01.08.2014	0,83	15.07.2014	17		
FR	species	D-134abc	D	2	1	6	01.08.2014	0,8	15.07.2014	17		
FR	species	D-abc	D	2	1	3	01.08.2014	0,8	15.07.2014	17		
FR	species	D-2	D	2	0	1	01.08.2014	0,63	15.07.2014	17		
FR	species	D-4	D	2	0	1	01.08.2014	0,77	15.07.2014	17		
FR	species	C-1467bd	C	3	1	6	01.08.2014	0,8	15.07.2014	17		
FR	species	C-d	C	3	1	1	01.08.2014	0,81	15.07.2014	17		
FR	species	C-17c	C	3	1	3	01.08.2014	0,79	15.07.2014	17		
FR	species	C-134abc	C	3	1	6	01.08.2014	0,77	15.07.2014	17		
FR	species	C-b	C	3	1	1	01.08.2014	0,77	15.07.2014	17		
FR	species	C-2468bd	C	3	1	6	01.08.2014	0,82	15.07.2014	17		
FR	species	C-123	C	3	0	3	01.08.2014	0,77	15.07.2014	17		
FR	species	C-abc	C	3	1	3	01.08.2014	0,77	15.07.2014	17		
FR	species	C-a	C	3	1	1	01.08.2014	0,69	15.07.2014	17		
FR	species	C-5	C	3	0	1	01.08.2014	0,6	15.07.2014	17		
FR	species	C-3cd	C	3	1	3	01.08.2014	0,79	15.07.2014	17		
FR	species	C-1258cd	C	3	1	6	01.08.2014	0,82	15.07.2014	17		
FR	species	D-123	D	4	0	3	01.08.2014	0,68	15.07.2014	17		
FR	species	D-7	D	4	0	1	01.08.2014	0,79	15.07.2014	17		
FR	species	D-2468ad	D	4	1	6	01.08.2014	0,77	15.07.2014	17		
FR	species	D-123567	D	4	0	6	01.08.2014	0,73	15.07.2014	17		
FR	species	D-68b	D	4	1	3	01.08.2014	0,67	15.07.2014	17		
FR	species	D-17c	D	4	1	3	01.08.2014	0,77	15.07.2014	17		
FR	species	D-a	D	4	1	1	01.08.2014	0,73	15.07.2014	17		
FR	species	D-d	D	4	1	1	01.08.2014	0,84	15.07.2014	17		
FR	species	D-124678	D	4	0	6	01.08.2014	0,79	15.07.2014	17		
FR	species	D-1467bd	D	4	1	6	01.08.2014	0,79	15.07.2014	17		
FR	species	D-148	D	4	0	3	01.08.2014	0,77	15.07.2014	17		
FR	species	D-1	D	4	0	1	01.08.2014	0,8	15.07.2014	17		
FR	species	C-1358ac	C	5	1	6	01.08.2014	0,77	15.07.2014	17		
FR	species	C-1	C	5	0	1	01.08.2014	0,83	15.07.2014	17		
FR	species	C-567abc	C	5	1	6	01.08.2014	0,75	15.07.2014	17		
FR	species	C-4	C	5	0	1	01.08.2014	0,78	15.07.2014	17		
FR	species	C-234568	C	5	0	6	01.08.2014	0,77	15.07.2014	17		
FR	species	C-567	C	5	0	3	01.08.2014	0,75	15.07.2014	17		
FR	species	C-6	C	5	0	1	01.08.2014	0,84	15.07.2014	17		
FR	species	C-48d	C	5	1	3	01.08.2014	0,76	15.07.2014	17		
FR	species	C-c	C	5	1	1	01.08.2014	0,09	15.07.2014	17		
FR	species	C-124678	C	5	0	6	01.08.2014	0,78	15.07.2014	17		
FR	species	C-5ad	C	5	1	3	01.08.2014	0,72	15.07.2014	17		
FR	species	C-68b	C	5	1	3	01.08.2014	0,69	15.07.2014	17		
FR	species	D-2357ac	D	6	1	6	01.08.2014	0,57	15.07.2014	17		
FR	species	D-c	D	6	1	1	01.08.2014	0,1	15.07.2014	17		
FR	species	D-3	D	6	0	1	01.08.2014	0,5	15.07.2014	17		
FR	species	D-134578	D	6	0	6	01.08.2014	0,73	15.07.2014	17		
FR	species	D-1358ac	D	6	1	6	01.08.2014	0,72	15.07.2014	17		
FR	species	D-5	D	6	0	1	01.08.2014	0,33	15.07.2014	17		
FR	species	D-b	D	6	1	1	01.08.2014	0,8	15.07.2014	17		
FR	species	D-5ad	D	6	1	3	01.08.2014	0,72	15.07.2014	17		
FR	species	D-26b	D	6	1	3	01.08.2014	0,8	15.07.2014	17		
FR	species	D-234568	D	6	0	6	01.08.2014	0,74	15.07.2014	17		
FR	species	D-3cd	D	6	1	3	01.08.2014	0,59	15.07.2014	17		
FR	species	D-567	D	6	0	3	01.08.2014	0,72	15.07.2014	17		
FR	species	C-134578	C	1	0	6	07.08.2014	0,81	15.07.2014	23		
FR	species	C-24a	C	1	1	3	07.08.2014	0,78	15.07.2014	23		
FR	species	C-26b	C	1	1	3	07.08.2014	0,8	15.07.2014	23		
FR	species	C-2357ac	C	1	1	6	07.08.2014	0,79	15.07.2014	23		
FR	species	C-7	C	1	0	1	07.08.2014	0,8	15.07.2014	23		
FR	species	C-8	C	1	0	1	07.08.2014	0,72	15.07.2014	23		
FR	species	C-357	C	1	0	3	07.08.2014	0,75	15.07.2014	23		
FR	species	C-2468ad	C	1	1	6	07.08.2014	0,69	15.07.2014	23		
FR	species	C-2	C	1	0	1	07.08.2014	0,53	15.07.2014	23		
FR	species	C-123567	C	1	0	6	07.08.2014	0,79	15.07.2014	23		
FR	species	C-148	C	1	0	3	07.08.2014	0,73	15.07.2014	23		
FR	species	C-3	C	1	0	1	07.08.2014	0,39	15.07.2014	23		
FR	species	D-6	D	2	0	1	07.08.2014	0,63	15.07.2014	23		
FR	species	D-357	D	2	0	3	07.08.2014	0,71	15.07.2014	23		
FR	species	D-8	D	2	0	1	07.08.2014	0,67	15.07.2014	23		
FR	species	D-24a	D	2	1	3	07.08.2014	0,76	15.07.2014	23		
FR	species	D-48d	D	2	1	3	07.08.2014	0,72	15.07.2014	23		
FR	species	D-1258cd	D	2	1	6	07.08.2014	0,64	15.07.2014	23		
FR	species	D-2468bd	D	2	1	6	07.08.2014	0,76	15.07.2014	23		
FR	species	D-567abc	D	2	1	6	07.08.2014	0,7	15.07.2014	23		
FR	species	D-134abc	D	2	1	6	07.08.2014	0,76	15.07.2014	23		
FR	species	D-abc	D	2	1	3	07.08.2014	0,77	15.07.2014	23		
FR	species	D-2	D	2	0	1	07.08.2014	0,56	15.07.2014	23		
FR	species	D-4	D	2	0	1	07.08.2014	0,67	15.07.2014	23		
FR	species	C-1467bd	C	3	1	6	07.08.2014	0,77	15.07.2014	23		
FR	species	C-d	C	3	1	1	07.08.2014	0,78	15.07.2014	23		
FR	species	C-17c	C	3	1	3	07.08.2014	0,76	15.07.2014	23		
FR	species	C-134abc	C	3	1	6	07.08.2014	0,72	15.07.2014	23		
FR	species	C-b	C	3	1	1	07.08.2014	0,82	15.07.2014	23		
FR	species	C-2468bd	C	3	1	6	07.08.2014	0,81	15.07.2014	23		
FR	species	C-123	C	3	0	3	07.08.2014	0,75	15.07.2014	23		
FR	species	C-abc	C	3	1	3	07.08.2014	0,72	15.07.2014	23		
FR	species	C-a	C	3	1	1	07.08.2014	0,73	15.07.2014	23		
FR	species	C-5	C	3	0	1	07.08.2014	0,59	15.07.2014	23		
FR	species	C-3cd	C	3	1	3	07.08.2014	0,81	15.07.2014	23		
FR	species	C-1258cd	C	3	1	6	07.08.2014	0,78	15.07.2014	23		
FR	species	D-123	D	4	0	3	07.08.2014	0,69	15.07.2014	23		
FR	species	D-7	D	4	0	1	07.08.2014	0,8	15.07.2014	23		
FR	species	D-2468ad	D	4	1	6	07.08.2014	0,77	15.07.2014	23		
FR	species	D-123567	D	4	0	6	07.08.2014	0,81	15.07.2014	23		
FR	species	D-68b	D	4	1	3	07.08.2014	0,74	15.07.2014	23		
FR	species	D-17c	D	4	1	3	07.08.2014	0,76	15.07.2014	23		
FR	species	D-a	D	4	1	1	07.08.2014	0,71	15.07.2014	23		
FR	species	D-d	D	4	1	1	07.08.2014	0,82	15.07.2014	23		
FR	species	D-124678	D	4	0	6	07.08.2014	0,75	15.07.2014	23		
FR	species	D-1467bd	D	4	1	6	07.08.2014	0,77	15.07.2014	23		
FR	species	D-148	D	4	0	3	07.08.2014	0,72	15.07.2014	23		
FR	species	D-1	D	4	0	1	07.08.2014	0,64	15.07.2014	23		
FR	species	C-1358ac	C	5	1	6	07.08.2014	0,72	15.07.2014	23		
FR	species	C-1	C	5	0	1	07.08.2014	0,71	15.07.2014	23		
FR	species	C-567abc	C	5	1	6	07.08.2014	0,79	15.07.2014	23		
FR	species	C-4	C	5	0	1	07.08.2014	0,74	15.07.2014	23		
FR	species	C-234568	C	5	0	6	07.08.2014	0,75	15.07.2014	23		
FR	species	C-567	C	5	0	3	07.08.2014	0,51	15.07.2014	23		
FR	species	C-6	C	5	0	1	07.08.2014	0,78	15.07.2014	23		
FR	species	C-48d	C	5	1	3	07.08.2014	0,79	15.07.2014	23		
FR	species	C-c	C	5	1	1	07.08.2014	0,08	15.07.2014	23		
FR	species	C-124678	C	5	0	6	07.08.2014	0,74	15.07.2014	23		
FR	species	C-5ad	C	5	1	3	07.08.2014	0,76	15.07.2014	23		
FR	species	C-68b	C	5	1	3	07.08.2014	0,71	15.07.2014	23		
FR	species	D-2357ac	D	6	1	6	07.08.2014	0,63	15.07.2014	23		
FR	species	D-c	D	6	1	1	07.08.2014	0,09	15.07.2014	23		
FR	species	D-3	D	6	0	1	07.08.2014	0,44	15.07.2014	23		
FR	species	D-134578	D	6	0	6	07.08.2014	0,68	15.07.2014	23		
FR	species	D-1358ac	D	6	1	6	07.08.2014	0,63	15.07.2014	23		
FR	species	D-5	D	6	0	1	07.08.2014	0,34	15.07.2014	23		
FR	species	D-b	D	6	1	1	07.08.2014	0,8	15.07.2014	23		
FR	species	D-5ad	D	6	1	3	07.08.2014	0,74	15.07.2014	23		
FR	species	D-26b	D	6	1	3	07.08.2014	0,76	15.07.2014	23		
FR	species	D-234568	D	6	0	6	07.08.2014	0,8	15.07.2014	23		
FR	species	D-3cd	D	6	1	3	07.08.2014	0,52	15.07.2014	23		
FR	species	D-567	D	6	0	3	07.08.2014	0,72	15.07.2014	23		
FR	species	C-134578	C	1	0	6	12.08.2014	0,81	15.07.2014	28		
FR	species	C-24a	C	1	1	3	12.08.2014	0,78	15.07.2014	28		
FR	species	C-26b	C	1	1	3	12.08.2014	0,79	15.07.2014	28		
FR	species	C-2357ac	C	1	1	6	12.08.2014	0,81	15.07.2014	28		
FR	species	C-7	C	1	0	1	12.08.2014	0,82	15.07.2014	28		
FR	species	C-8	C	1	0	1	12.08.2014	0,73	15.07.2014	28		
FR	species	C-357	C	1	0	3	12.08.2014	0,82	15.07.2014	28		
FR	species	C-2468ad	C	1	1	6	12.08.2014	0,78	15.07.2014	28		
FR	species	C-2	C	1	0	1	12.08.2014	0,53	15.07.2014	28		
FR	species	C-123567	C	1	0	6	12.08.2014	0,77	15.07.2014	28		
FR	species	C-148	C	1	0	3	12.08.2014	0,77	15.07.2014	28		
FR	species	C-3	C	1	0	1	12.08.2014	0,42	15.07.2014	28		
FR	species	D-6	D	2	0	1	12.08.2014	0,72	15.07.2014	28		
FR	species	D-357	D	2	0	3	12.08.2014	0,75	15.07.2014	28		
FR	species	D-8	D	2	0	1	12.08.2014	0,63	15.07.2014	28		
FR	species	D-24a	D	2	1	3	12.08.2014	0,77	15.07.2014	28		
FR	species	D-48d	D	2	1	3	12.08.2014	0,76	15.07.2014	28		
FR	species	D-1258cd	D	2	1	6	12.08.2014	0,71	15.07.2014	28		
FR	species	D-2468bd	D	2	1	6	12.08.2014	0,8	15.07.2014	28		
FR	species	D-567abc	D	2	1	6	12.08.2014	0,82	15.07.2014	28		
FR	species	D-134abc	D	2	1	6	12.08.2014	0,75	15.07.2014	28		
FR	species	D-abc	D	2	1	3	12.08.2014	0,75	15.07.2014	28		
FR	species	D-2	D	2	0	1	12.08.2014	0,59	15.07.2014	28		
FR	species	D-4	D	2	0	1	12.08.2014	0,73	15.07.2014	28		
FR	species	C-1467bd	C	3	1	6	12.08.2014	0,83	15.07.2014	28		
FR	species	C-d	C	3	1	1	12.08.2014	0,85	15.07.2014	28		
FR	species	C-17c	C	3	1	3	12.08.2014	0,81	15.07.2014	28		
FR	species	C-134abc	C	3	1	6	12.08.2014	0,77	15.07.2014	28		
FR	species	C-b	C	3	1	1	12.08.2014	0,85	15.07.2014	28		
FR	species	C-2468bd	C	3	1	6	12.08.2014	0,8	15.07.2014	28		
FR	species	C-123	C	3	0	3	12.08.2014	0,74	15.07.2014	28		
FR	species	C-abc	C	3	1	3	12.08.2014	0,81	15.07.2014	28		
FR	species	C-a	C	3	1	1	12.08.2014	0,63	15.07.2014	28		
FR	species	C-5	C	3	0	1	12.08.2014	0,58	15.07.2014	28		
FR	species	C-3cd	C	3	1	3	12.08.2014	0,83	15.07.2014	28		
FR	species	C-1258cd	C	3	1	6	12.08.2014	0,81	15.07.2014	28		
FR	species	D-123	D	4	0	3	12.08.2014	0,65	15.07.2014	28		
FR	species	D-7	D	4	0	1	12.08.2014	0,8	15.07.2014	28		
FR	species	D-2468ad	D	4	1	6	12.08.2014	0,73	15.07.2014	28		
FR	species	D-123567	D	4	0	6	12.08.2014	0,79	15.07.2014	28		
FR	species	D-68b	D	4	1	3	12.08.2014	0,76	15.07.2014	28		
FR	species	D-17c	D	4	1	3	12.08.2014	0,78	15.07.2014	28		
FR	species	D-a	D	4	1	1	12.08.2014	0,74	15.07.2014	28		
FR	species	D-d	D	4	1	1	12.08.2014	0,84	15.07.2014	28		
FR	species	D-124678	D	4	0	6	12.08.2014	0,76	15.07.2014	28		
FR	species	D-1467bd	D	4	1	6	12.08.2014	0,71	15.07.2014	28		
FR	species	D-148	D	4	0	3	12.08.2014	0,76	15.07.2014	28		
FR	species	D-1	D	4	0	1	12.08.2014	0,73	15.07.2014	28		
FR	species	C-1358ac	C	5	1	6	12.08.2014	0,77	15.07.2014	28		
FR	species	C-1	C	5	0	1	12.08.2014	0,8	15.07.2014	28		
FR	species	C-567abc	C	5	1	6	12.08.2014	0,8	15.07.2014	28		
FR	species	C-4	C	5	0	1	12.08.2014	0,77	15.07.2014	28		
FR	species	C-234568	C	5	0	6	12.08.2014	0,77	15.07.2014	28		
FR	species	C-567	C	5	0	3	12.08.2014	0,67	15.07.2014	28		
FR	species	C-6	C	5	0	1	12.08.2014	0,81	15.07.2014	28		
FR	species	C-48d	C	5	1	3	12.08.2014	0,74	15.07.2014	28		
FR	species	C-c	C	5	1	1	12.08.2014	0,07	15.07.2014	28		
FR	species	C-124678	C	5	0	6	12.08.2014	0,76	15.07.2014	28		
FR	species	C-5ad	C	5	1	3	12.08.2014	0,78	15.07.2014	28		
FR	species	C-68b	C	5	1	3	12.08.2014	0,82	15.07.2014	28		
FR	species	D-2357ac	D	6	1	6	12.08.2014	0,66	15.07.2014	28		
FR	species	D-c	D	6	1	1	12.08.2014	0,09	15.07.2014	28		
FR	species	D-3	D	6	0	1	12.08.2014	0,5	15.07.2014	28		
FR	species	D-134578	D	6	0	6	12.08.2014	0,71	15.07.2014	28		
FR	species	D-1358ac	D	6	1	6	12.08.2014	0,77	15.07.2014	28		
FR	species	D-5	D	6	0	1	12.08.2014	0,38	15.07.2014	28		
FR	species	D-b	D	6	1	1	12.08.2014	0,77	15.07.2014	28		
FR	species	D-5ad	D	6	1	3	12.08.2014	0,73	15.07.2014	28		
FR	species	D-26b	D	6	1	3	12.08.2014	0,82	15.07.2014	28		
FR	species	D-234568	D	6	0	6	12.08.2014	0,79	15.07.2014	28		
FR	species	D-3cd	D	6	1	3	12.08.2014	0,54	15.07.2014	28		
FR	species	D-567	D	6	0	3	12.08.2014	0,77	15.07.2014	28		
FR	species	C-134578	C	1	0	6	18.08.2014	0,78	15.07.2014	34		
FR	species	C-24a	C	1	1	3	18.08.2014	0,71	15.07.2014	34		
FR	species	C-26b	C	1	1	3	18.08.2014	0,79	15.07.2014	34		
FR	species	C-2357ac	C	1	1	6	18.08.2014	0,8	15.07.2014	34		
FR	species	C-7	C	1	0	1	18.08.2014	0,75	15.07.2014	34		
FR	species	C-8	C	1	0	1	18.08.2014	0,76	15.07.2014	34		
FR	species	C-357	C	1	0	3	18.08.2014	0,81	15.07.2014	34		
FR	species	C-2468ad	C	1	1	6	18.08.2014	0,73	15.07.2014	34		
FR	species	C-2	C	1	0	1	18.08.2014	0,49	15.07.2014	34		
FR	species	C-123567	C	1	0	6	18.08.2014	0,72	15.07.2014	34		
FR	species	C-148	C	1	0	3	18.08.2014	0,68	15.07.2014	34		
FR	species	C-3	C	1	0	1	18.08.2014	0,08	15.07.2014	34		
FR	species	D-6	D	2	0	1	18.08.2014	0,78	15.07.2014	34		
FR	species	D-357	D	2	0	3	18.08.2014	0,72	15.07.2014	34		
FR	species	D-8	D	2	0	1	18.08.2014	0,65	15.07.2014	34		
FR	species	D-24a	D	2	1	3	18.08.2014	0,71	15.07.2014	34		
FR	species	D-48d	D	2	1	3	18.08.2014	0,69	15.07.2014	34		
FR	species	D-1258cd	D	2	1	6	18.08.2014	0,62	15.07.2014	34		
FR	species	D-2468bd	D	2	1	6	18.08.2014	0,78	15.07.2014	34		
FR	species	D-567abc	D	2	1	6	18.08.2014	0,79	15.07.2014	34		
FR	species	D-134abc	D	2	1	6	18.08.2014	0,71	15.07.2014	34		
FR	species	D-abc	D	2	1	3	18.08.2014	0,7	15.07.2014	34		
FR	species	D-2	D	2	0	1	18.08.2014	0,52	15.07.2014	34		
FR	species	D-4	D	2	0	1	18.08.2014	0,63	15.07.2014	34		
FR	species	C-1467bd	C	3	1	6	18.08.2014	0,78	15.07.2014	34		
FR	species	C-d	C	3	1	1	18.08.2014	0,75	15.07.2014	34		
FR	species	C-17c	C	3	1	3	18.08.2014	0,77	15.07.2014	34		
FR	species	C-134abc	C	3	1	6	18.08.2014	0,75	15.07.2014	34		
FR	species	C-b	C	3	1	1	18.08.2014	0,84	15.07.2014	34		
FR	species	C-2468bd	C	3	1	6	18.08.2014	0,81	15.07.2014	34		
FR	species	C-123	C	3	0	3	18.08.2014	0,63	15.07.2014	34		
FR	species	C-abc	C	3	1	3	18.08.2014	0,75	15.07.2014	34		
FR	species	C-a	C	3	1	1	18.08.2014	0,42	15.07.2014	34		
FR	species	C-5	C	3	0	1	18.08.2014	0,29	15.07.2014	34		
FR	species	C-3cd	C	3	1	3	18.08.2014	0,73	15.07.2014	34		
FR	species	C-1258cd	C	3	1	6	18.08.2014	0,73	15.07.2014	34		
FR	species	D-123	D	4	0	3	18.08.2014	0,6	15.07.2014	34		
FR	species	D-7	D	4	0	1	18.08.2014	0,76	15.07.2014	34		
FR	species	D-2468ad	D	4	1	6	18.08.2014	0,65	15.07.2014	34		
FR	species	D-123567	D	4	0	6	18.08.2014	0,73	15.07.2014	34		
FR	species	D-68b	D	4	1	3	18.08.2014	0,75	15.07.2014	34		
FR	species	D-17c	D	4	1	3	18.08.2014	0,68	15.07.2014	34		
FR	species	D-a	D	4	1	1	18.08.2014	0,25	15.07.2014	34		
FR	species	D-d	D	4	1	1	18.08.2014	0,76	15.07.2014	34		
FR	species	D-124678	D	4	0	6	18.08.2014	0,66	15.07.2014	34		
FR	species	D-1467bd	D	4	1	6	18.08.2014	0,7	15.07.2014	34		
FR	species	D-148	D	4	0	3	18.08.2014	0,65	15.07.2014	34		
FR	species	D-1	D	4	0	1	18.08.2014	0,66	15.07.2014	34		
FR	species	C-1358ac	C	5	1	6	18.08.2014	0,77	15.07.2014	34		
FR	species	C-1	C	5	0	1	18.08.2014	0,65	15.07.2014	34		
FR	species	C-567abc	C	5	1	6	18.08.2014	0,79	15.07.2014	34		
FR	species	C-4	C	5	0	1	18.08.2014	0,72	15.07.2014	34		
FR	species	C-234568	C	5	0	6	18.08.2014	0,64	15.07.2014	34		
FR	species	C-567	C	5	0	3	18.08.2014	0,71	15.07.2014	34		
FR	species	C-6	C	5	0	1	18.08.2014	0,78	15.07.2014	34		
FR	species	C-48d	C	5	1	3	18.08.2014	0,68	15.07.2014	34		
FR	species	C-c	C	5	1	1	18.08.2014	0,08	15.07.2014	34		
FR	species	C-124678	C	5	0	6	18.08.2014	0,77	15.07.2014	34		
FR	species	C-5ad	C	5	1	3	18.08.2014	0,54	15.07.2014	34		
FR	species	C-68b	C	5	1	3	18.08.2014	0,76	15.07.2014	34		
FR	species	D-2357ac	D	6	1	6	18.08.2014	0,57	15.07.2014	34		
FR	species	D-c	D	6	1	1	18.08.2014	0,06	15.07.2014	34		
FR	species	D-3	D	6	0	1	18.08.2014	0,27	15.07.2014	34		
FR	species	D-134578	D	6	0	6	18.08.2014	0,66	15.07.2014	34		
FR	species	D-1358ac	D	6	1	6	18.08.2014	0,74	15.07.2014	34		
FR	species	D-5	D	6	0	1	18.08.2014	0,23	15.07.2014	34		
FR	species	D-b	D	6	1	1	18.08.2014	0,66	15.07.2014	34		
FR	species	D-5ad	D	6	1	3	18.08.2014	0,4	15.07.2014	34		
FR	species	D-26b	D	6	1	3	18.08.2014	0,76	15.07.2014	34		
FR	species	D-234568	D	6	0	6	18.08.2014	0,7	15.07.2014	34		
FR	species	D-3cd	D	6	1	3	18.08.2014	0,47	15.07.2014	34		
FR	species	D-567	D	6	0	3	18.08.2014	0,68	15.07.2014	34		
FR	species	C-134578	C	1	0	6	28.08.2014	0,77	15.07.2014	44		
FR	species	C-24a	C	1	1	3	28.08.2014	0,7	15.07.2014	44		
FR	species	C-26b	C	1	1	3	28.08.2014	0,75	15.07.2014	44		
FR	species	C-2357ac	C	1	1	6	28.08.2014	0,82	15.07.2014	44		
FR	species	C-7	C	1	0	1	28.08.2014	0,79	15.07.2014	44		
FR	species	C-8	C	1	0	1	28.08.2014	0,67	15.07.2014	44		
FR	species	C-357	C	1	0	3	28.08.2014	0,82	15.07.2014	44		
FR	species	C-2468ad	C	1	1	6	28.08.2014	0,75	15.07.2014	44		
FR	species	C-2	C	1	0	1	28.08.2014	0,53	15.07.2014	44		
FR	species	C-123567	C	1	0	6	28.08.2014	0,78	15.07.2014	44		
FR	species	C-148	C	1	0	3	28.08.2014	0,67	15.07.2014	44		
FR	species	C-3	C	1	0	1	28.08.2014	0,23	15.07.2014	44		
FR	species	D-6	D	2	0	1	28.08.2014	0,77	15.07.2014	44		
FR	species	D-357	D	2	0	3	28.08.2014	0,69	15.07.2014	44		
FR	species	D-8	D	2	0	1	28.08.2014	0,66	15.07.2014	44		
FR	species	D-24a	D	2	1	3	28.08.2014	0,7	15.07.2014	44		
FR	species	D-48d	D	2	1	3	28.08.2014	0,67	15.07.2014	44		
FR	species	D-1258cd	D	2	1	6	28.08.2014	0,72	15.07.2014	44		
FR	species	D-2468bd	D	2	1	6	28.08.2014	0,76	15.07.2014	44		
FR	species	D-567abc	D	2	1	6	28.08.2014	0,8	15.07.2014	44		
FR	species	D-134abc	D	2	1	6	28.08.2014	0,69	15.07.2014	44		
FR	species	D-abc	D	2	1	3	28.08.2014	0,6	15.07.2014	44		
FR	species	D-2	D	2	0	1	28.08.2014	0,62	15.07.2014	44		
FR	species	D-4	D	2	0	1	28.08.2014	0,58	15.07.2014	44		
FR	species	C-1467bd	C	3	1	6	28.08.2014	0,82	15.07.2014	44		
FR	species	C-d	C	3	1	1	28.08.2014	0,82	15.07.2014	44		
FR	species	C-17c	C	3	1	3	28.08.2014	0,78	15.07.2014	44		
FR	species	C-134abc	C	3	1	6	28.08.2014	0,76	15.07.2014	44		
FR	species	C-b	C	3	1	1	28.08.2014	0,84	15.07.2014	44		
FR	species	C-2468bd	C	3	1	6	28.08.2014	0,82	15.07.2014	44		
FR	species	C-123	C	3	0	3	28.08.2014	0,62	15.07.2014	44		
FR	species	C-abc	C	3	1	3	28.08.2014	0,83	15.07.2014	44		
FR	species	C-a	C	3	1	1	28.08.2014	0,73	15.07.2014	44		
FR	species	C-5	C	3	0	1	28.08.2014	0,21	15.07.2014	44		
FR	species	C-3cd	C	3	1	3	28.08.2014	0,75	15.07.2014	44		
FR	species	C-1258cd	C	3	1	6	28.08.2014	0,79	15.07.2014	44		
FR	species	D-123	D	4	0	3	28.08.2014	0,62	15.07.2014	44		
FR	species	D-7	D	4	0	1	28.08.2014	0,68	15.07.2014	44		
FR	species	D-2468ad	D	4	1	6	28.08.2014	0,71	15.07.2014	44		
FR	species	D-123567	D	4	0	6	28.08.2014	0,72	15.07.2014	44		
FR	species	D-68b	D	4	1	3	28.08.2014	0,79	15.07.2014	44		
FR	species	D-17c	D	4	1	3	28.08.2014	0,74	15.07.2014	44		
FR	species	D-a	D	4	1	1	28.08.2014	0,65	15.07.2014	44		
FR	species	D-d	D	4	1	1	28.08.2014	0,6	15.07.2014	44		
FR	species	D-124678	D	4	0	6	28.08.2014	0,71	15.07.2014	44		
FR	species	D-1467bd	D	4	1	6	28.08.2014	0,65	15.07.2014	44		
FR	species	D-148	D	4	0	3	28.08.2014	0,69	15.07.2014	44		
FR	species	D-1	D	4	0	1	28.08.2014	0,75	15.07.2014	44		
FR	species	C-1358ac	C	5	1	6	28.08.2014	0,52	15.07.2014	44		
FR	species	C-1	C	5	0	1	28.08.2014	0,69	15.07.2014	44		
FR	species	C-567abc	C	5	1	6	28.08.2014	0,81	15.07.2014	44		
FR	species	C-4	C	5	0	1	28.08.2014	0,67	15.07.2014	44		
FR	species	C-234568	C	5	0	6	28.08.2014	0,72	15.07.2014	44		
FR	species	C-567	C	5	0	3	28.08.2014	0,74	15.07.2014	44		
FR	species	C-6	C	5	0	1	28.08.2014	0,76	15.07.2014	44		
FR	species	C-48d	C	5	1	3	28.08.2014	0,66	15.07.2014	44		
FR	species	C-c	C	5	1	1	28.08.2014	0,08	15.07.2014	44		
FR	species	C-124678	C	5	0	6	28.08.2014	0,72	15.07.2014	44		
FR	species	C-5ad	C	5	1	3	28.08.2014	0,57	15.07.2014	44		
FR	species	C-68b	C	5	1	3	28.08.2014	0,8	15.07.2014	44		
FR	species	D-2357ac	D	6	1	6	28.08.2014	0,51	15.07.2014	44		
FR	species	D-c	D	6	1	1	28.08.2014	0,1	15.07.2014	44		
FR	species	D-3	D	6	0	1	28.08.2014	0,23	15.07.2014	44		
FR	species	D-134578	D	6	0	6	28.08.2014	0,59	15.07.2014	44		
FR	species	D-1358ac	D	6	1	6	28.08.2014	0,64	15.07.2014	44		
FR	species	D-5	D	6	0	1	28.08.2014	0,15	15.07.2014	44		
FR	species	D-b	D	6	1	1	28.08.2014	0,67	15.07.2014	44		
FR	species	D-5ad	D	6	1	3	28.08.2014	0,38	15.07.2014	44		
FR	species	D-26b	D	6	1	3	28.08.2014	0,73	15.07.2014	44		
FR	species	D-234568	D	6	0	6	28.08.2014	0,63	15.07.2014	44		
FR	species	D-3cd	D	6	1	3	28.08.2014	0,19	15.07.2014	44		
FR	species	D-567	D	6	0	3	28.08.2014	0,59	15.07.2014	44		
FR	species	C-134578	C	1	0	6	03.09.2014	0,77	15.07.2014	50		
FR	species	C-24a	C	1	1	3	03.09.2014	0,71	15.07.2014	50		
FR	species	C-26b	C	1	1	3	03.09.2014	0,84	15.07.2014	50		
